sib	rel	size	reason	main_rel
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/19. Dark Ethereal Vocals (Minor) - 幽暗空灵人声（小调）/Dark Ethereal Vocals (F#m_Gbm).wav	7949828	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/19. Dark Ethereal Vocals (Minor)/Dark Ethereal Vocals (F#m_Gbm).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/16. Violin Complex (Minor) - 复杂织体小提琴（小调）/Violin Complex (A#m_Bbm).wav	14996344	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/16. Violin Complex (Minor)/Violin Complex (A#m_Bbm).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/16. Violin Complex (Minor) - 复杂织体小提琴（小调）/Violin Complex (Cm).wav	14996344	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/16. Violin Complex (Minor)/Violin Complex (Cm).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/16. Violin Complex (Minor) - 复杂织体小提琴（小调）/Violin Complex (D#m_Ebm).wav	14996344	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/16. Violin Complex (Minor)/Violin Complex (D#m_Ebm).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/16. Violin Complex (Minor) - 复杂织体小提琴（小调）/Violin Complex (Em).wav	14996344	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/16. Violin Complex (Minor)/Violin Complex (Em).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/16. Violin Complex (Minor) - 复杂织体小提琴（小调）/Violin Complex (Bm).wav	14996344	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/16. Violin Complex (Minor)/Violin Complex (Bm).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/16. Violin Complex (Minor) - 复杂织体小提琴（小调）/Violin Complex (Dm).wav	14996344	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/16. Violin Complex (Minor)/Violin Complex (Dm).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/16. Violin Complex (Minor) - 复杂织体小提琴（小调）/Violin Complex (Fm).wav	14996344	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/16. Violin Complex (Minor)/Violin Complex (Fm).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/16. Violin Complex (Minor) - 复杂织体小提琴（小调）/Violin Complex (F#m_Gbm).wav	14996344	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/16. Violin Complex (Minor)/Violin Complex (F#m_Gbm).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/16. Violin Complex (Minor) - 复杂织体小提琴（小调）/Violin Complex (Am).wav	14996344	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/16. Violin Complex (Minor)/Violin Complex (Am).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/16. Violin Complex (Minor) - 复杂织体小提琴（小调）/Violin Complex (C#m_Dbm).wav	14996344	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/16. Violin Complex (Minor)/Violin Complex (C#m_Dbm).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/16. Violin Complex (Minor) - 复杂织体小提琴（小调）/Violin Complex (Gm).wav	14996344	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/16. Violin Complex (Minor)/Violin Complex (Gm).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/16. Violin Complex (Minor) - 复杂织体小提琴（小调）/Violin Complex (G#m_Abm).wav	14996344	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/16. Violin Complex (Minor)/Violin Complex (G#m_Abm).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/9. Cello Color 2 (Major) - 质感大提琴音色2（大调）/Cello Color 2 (F#_Gb).wav	20763844	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/9. Cello Color 2 (Major)/Cello Color 2 (F#_Gb).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/9. Cello Color 2 (Major) - 质感大提琴音色2（大调）/Cello Color 2 (A).wav	20763844	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/9. Cello Color 2 (Major)/Cello Color 2 (A).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/9. Cello Color 2 (Major) - 质感大提琴音色2（大调）/Cello Color 2 (C#_Db).wav	28838344	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/9. Cello Color 2 (Major)/Cello Color 2 (C#_Db).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/9. Cello Color 2 (Major) - 质感大提琴音色2（大调）/Cello Color 2 (E).wav	20763844	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/9. Cello Color 2 (Major)/Cello Color 2 (E).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/9. Cello Color 2 (Major) - 质感大提琴音色2（大调）/Cello Color 2 (G#_Ab).wav	20763844	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/9. Cello Color 2 (Major)/Cello Color 2 (G#_Ab).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/9. Cello Color 2 (Major) - 质感大提琴音色2（大调）/Cello Color 2 (B).wav	28838344	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/9. Cello Color 2 (Major)/Cello Color 2 (B).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/9. Cello Color 2 (Major) - 质感大提琴音色2（大调）/Cello Color 2 (F).wav	20763844	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/9. Cello Color 2 (Major)/Cello Color 2 (F).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/9. Cello Color 2 (Major) - 质感大提琴音色2（大调）/Cello Color 2 (C).wav	28838344	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/9. Cello Color 2 (Major)/Cello Color 2 (C).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/9. Cello Color 2 (Major) - 质感大提琴音色2（大调）/Cello Color 2 (A#_Bb).wav	28838344	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/9. Cello Color 2 (Major)/Cello Color 2 (A#_Bb).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/9. Cello Color 2 (Major) - 质感大提琴音色2（大调）/Cello Color 2 (G).wav	20763844	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/9. Cello Color 2 (Major)/Cello Color 2 (G).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/9. Cello Color 2 (Major) - 质感大提琴音色2（大调）/Cello Color 2 (D#_Eb).wav	28838344	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/9. Cello Color 2 (Major)/Cello Color 2 (D#_Eb).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/9. Cello Color 2 (Major) - 质感大提琴音色2（大调）/Cello Color 2 (D).wav	28838344	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/9. Cello Color 2 (Major)/Cello Color 2 (D).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/6. Violin Medium (Major) - 中层次小提琴（大调）/Violin Medium (E).wav	9805594	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/6. Violin Medium (Major)/Violin Medium (E).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/6. Violin Medium (Major) - 中层次小提琴（大调）/Violin Medium (F#_Gb).wav	9805594	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/6. Violin Medium (Major)/Violin Medium (F#_Gb).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/6. Violin Medium (Major) - 中层次小提琴（大调）/Violin Medium (C).wav	9805594	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/6. Violin Medium (Major)/Violin Medium (C).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/6. Violin Medium (Major) - 中层次小提琴（大调）/Violin Medium (C#_Db).wav	9805594	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/6. Violin Medium (Major)/Violin Medium (C#_Db).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/6. Violin Medium (Major) - 中层次小提琴（大调）/Violin Medium (A).wav	9805594	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/6. Violin Medium (Major)/Violin Medium (A).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/6. Violin Medium (Major) - 中层次小提琴（大调）/Violin Medium (G#_Ab).wav	9805594	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/6. Violin Medium (Major)/Violin Medium (G#_Ab).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/6. Violin Medium (Major) - 中层次小提琴（大调）/Violin Medium (A#_Bb).wav	9805594	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/6. Violin Medium (Major)/Violin Medium (A#_Bb).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/6. Violin Medium (Major) - 中层次小提琴（大调）/Violin Medium (G).wav	9805594	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/6. Violin Medium (Major)/Violin Medium (G).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/6. Violin Medium (Major) - 中层次小提琴（大调）/Violin Medium (D#_Eb).wav	9805594	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/6. Violin Medium (Major)/Violin Medium (D#_Eb).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/6. Violin Medium (Major) - 中层次小提琴（大调）/Violin Medium (F).wav	9805594	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/6. Violin Medium (Major)/Violin Medium (F).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/6. Violin Medium (Major) - 中层次小提琴（大调）/Violin Medium (B).wav	9805594	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/6. Violin Medium (Major)/Violin Medium (B).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/6. Violin Medium (Major) - 中层次小提琴（大调）/Violin Medium (D).wav	9805594	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/6. Violin Medium (Major)/Violin Medium (D).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/3. Cello High & Long (Major_Minor) - 高音长音大提琴（大小调通用）/Cello High & Long (D).wav	15573094	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/3. Cello High & Long (Major_Minor)/Cello High & Long (D).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/3. Cello High & Long (Major_Minor) - 高音长音大提琴（大小调通用）/Cello High & Long (B).wav	16149844	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/3. Cello High & Long (Major_Minor)/Cello High & Long (B).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/3. Cello High & Long (Major_Minor) - 高音长音大提琴（大小调通用）/Cello High & Long (D#_Eb).wav	15573094	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/3. Cello High & Long (Major_Minor)/Cello High & Long (D#_Eb).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/3. Cello High & Long (Major_Minor) - 高音长音大提琴（大小调通用）/Cello High & Long (F).wav	15573094	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/3. Cello High & Long (Major_Minor)/Cello High & Long (F).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/3. Cello High & Long (Major_Minor) - 高音长音大提琴（大小调通用）/Cello High & Long (C).wav	16149844	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/3. Cello High & Long (Major_Minor)/Cello High & Long (C).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/3. Cello High & Long (Major_Minor) - 高音长音大提琴（大小调通用）/Cello High & Long (E).wav	15573094	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/3. Cello High & Long (Major_Minor)/Cello High & Long (E).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/3. Cello High & Long (Major_Minor) - 高音长音大提琴（大小调通用）/Cello High & Long (G#_Ab).wav	15573094	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/3. Cello High & Long (Major_Minor)/Cello High & Long (G#_Ab).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/3. Cello High & Long (Major_Minor) - 高音长音大提琴（大小调通用）/Cello High & Long (G).wav	15573094	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/3. Cello High & Long (Major_Minor)/Cello High & Long (G).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/3. Cello High & Long (Major_Minor) - 高音长音大提琴（大小调通用）/Cello High & Long (A#_Bb).wav	16149844	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/3. Cello High & Long (Major_Minor)/Cello High & Long (A#_Bb).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/3. Cello High & Long (Major_Minor) - 高音长音大提琴（大小调通用）/Cello High & Long (A).wav	16149844	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/3. Cello High & Long (Major_Minor)/Cello High & Long (A).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/3. Cello High & Long (Major_Minor) - 高音长音大提琴（大小调通用）/Cello High & Long (F#_Gb).wav	15573094	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/3. Cello High & Long (Major_Minor)/Cello High & Long (F#_Gb).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/3. Cello High & Long (Major_Minor) - 高音长音大提琴（大小调通用）/Cello High & Long (C#_Db).wav	15573094	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/3. Cello High & Long (Major_Minor)/Cello High & Long (C#_Db).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/10. Warm Keys (Major) - 暖调键盘音色（大调）/Warm Keys (F).wav	9892108	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/10. Warm Keys (Major)/Warm Keys (F).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/10. Warm Keys (Major) - 暖调键盘音色（大调）/Warm Keys (B).wav	9892108	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/10. Warm Keys (Major)/Warm Keys (B).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/10. Warm Keys (Major) - 暖调键盘音色（大调）/Warm Keys (G).wav	9892108	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/10. Warm Keys (Major)/Warm Keys (G).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/10. Warm Keys (Major) - 暖调键盘音色（大调）/Warm Keys (F#_Gb).wav	9892108	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/10. Warm Keys (Major)/Warm Keys (F#_Gb).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/10. Warm Keys (Major) - 暖调键盘音色（大调）/Warm Keys (A).wav	9892108	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/10. Warm Keys (Major)/Warm Keys (A).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/10. Warm Keys (Major) - 暖调键盘音色（大调）/Warm Keys (D#_Eb).wav	9892108	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/10. Warm Keys (Major)/Warm Keys (D#_Eb).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/10. Warm Keys (Major) - 暖调键盘音色（大调）/Warm Keys (G#_Ab).wav	9892108	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/10. Warm Keys (Major)/Warm Keys (G#_Ab).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/10. Warm Keys (Major) - 暖调键盘音色（大调）/Warm Keys (A#_Bb).wav	9892108	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/10. Warm Keys (Major)/Warm Keys (A#_Bb).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/10. Warm Keys (Major) - 暖调键盘音色（大调）/Warm Keys (C).wav	9892108	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/10. Warm Keys (Major)/Warm Keys (C).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/10. Warm Keys (Major) - 暖调键盘音色（大调）/Warm Keys (E).wav	9892108	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/10. Warm Keys (Major)/Warm Keys (E).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/10. Warm Keys (Major) - 暖调键盘音色（大调）/Warm Keys (C#_Db).wav	9892108	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/10. Warm Keys (Major)/Warm Keys (C#_Db).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/10. Warm Keys (Major) - 暖调键盘音色（大调）/Warm Keys (D).wav	9892108	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/10. Warm Keys (Major)/Warm Keys (D).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/13. Violin Flow (Major) - 流畅连奏小提琴（大调）/Violin Flow (D#_Eb).wav	6345638	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/13. Violin Flow (Major)/Violin Flow (D#_Eb).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/13. Violin Flow (Major) - 流畅连奏小提琴（大调）/Violin Flow (G#_Ab).wav	6345640	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/13. Violin Flow (Major)/Violin Flow (G#_Ab).wav
音乐&音效库	Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/13. Violin Flow (Major) - 流畅连奏小提琴（大调）/Violin Flow (E).wav	6345636	dup_main	01_商业音效包/Multiply Sound Film Score Bundle/1. Film Score Collection Vol 2 (Non-Tempo)/2. Riffs_Melodies/13. Violin Flow (Major)/Violin Flow (E).wav
